user,has_ht,followers,friends
3713183057,0,1066,507
2359981077,0,1358,509
4860571008,0,712,1207
778601867567849472,1,55,803
1621913370,0,86,304
131046775,1,155,666
125455778,1,196,190
4422899654,0,261,505
620326737,1,2858,122
3265487802,0,855,749
121138796,0,11729,224
709565563723489280,1,54,402
2310882253,0,173,410
2846711961,0,5269,4688
3351315029,0,150,266
278690708,0,58,200
544492837,0,416,656
2337976855,0,723,782
253818976,0,1027,600
842336490671747072,0,587,889
502452649,0,468,2005
38678169,0,635,361
1859603551,0,3615,452
238303567,0,134,277
2207387544,1,498,604
3295239458,0,131,64
3902192483,0,127,241
825050699524349952,0,9,85
17300083,0,316,708
253330740,0,31,173
540206218,1,5,9
4210827689,0,651,679
367552066,1,10,0
2996919867,0,311,228
2862686644,0,294,257
141021724,1,75,161
13339612,0,112812,97564
1185076327,1,1118,490
16148661,0,161,130
2926746575,1,62980,62645
3244550155,0,196,607
569163929,0,3741,916
778434114,1,435845,405
832515065660239872,0,193,151
840651947216637954,0,18,66
320025610,0,1121,505
739544503678275584,0,406,679
2747973655,0,984,172
4623170505,0,25992,12362
734917406129152001,0,96,91
801259974,0,204,346
710519767258546176,0,355,224
16148661,0,161,130
776293705623801856,0,62,49
3192821741,0,246,336
16148661,0,161,130
4470465855,1,30,77
141843756,0,139,102
2962012233,0,632,89
720709281528479744,0,58,162
3271575523,0,3578,1178
353103550,0,567,201
106580732,0,1033,845
2275534718,0,95,728
433909423,0,2480,1224
834947271829647360,0,1734,156
756822793,1,1976,324
2360259380,0,243,656
3407368199,1,815,1070
354886644,0,46,161
1410104612,1,6,53
194187404,0,216,385
21254006,1,202,529
56757393,1,454,240
4613914040,0,215,250
849377769951813632,0,7,20
2877260908,0,22055,799
142964357,0,435,405
710125639966154752,1,102,205
23958549,0,173,219
788172271,0,884,463
2606587178,0,127,219
849455279397851136,0,0,0
40663936,0,1126,146
3095980725,1,856,408
361401780,0,325,163
862783080,1,249,253
36365241,0,1743,3606
3246919196,0,42,41
57879011,0,2653,2565
315082946,0,1892,841
1649187763,0,290,265
412585164,0,1265,351
237734875,0,359,336
1723924788,1,62,94
705241798579494913,0,352,349
60800683,0,655,243
33704817,0,98,131
558905756,0,4413,243
1846373946,0,97,106
789123672728539136,0,82,376
787208563504648195,0,460,1232
540347896,0,307,236
16082893,1,84103,7170
23015458,0,410,2955
525855587,0,274,532
829118214202224640,0,1,0
768069905556135938,0,26,280
244682567,0,1244,614
1195781071,1,27472,278
1067857808,0,696,1000
245997253,0,129,106
21867690,0,553,1773
314903453,0,1068,477
3255789724,1,2211,926
295885877,0,1059,3895
597655204,0,338,206
3397859620,0,215,713
2917503112,0,19,54
1337678305,1,16536,1897
3305080945,0,75,44
2377450226,0,3173,138
761798885903708161,0,348,1255
1907882606,0,817,828
116163714,0,147653,3
42450561,0,7666,1229
542665176,1,290,812
26869816,1,250,695
2307227886,1,54,97
304535293,0,2344,1078
352850594,0,645,591
43378629,0,877,817
733199582,1,6899,1015
116457767,1,716,853
769992992,0,2242,851
18929234,0,4059,108
229673096,0,830,730
1195684554,1,4812,5299
1798031916,1,35,105
751213284217544705,0,773,96
263738878,0,1163,1095
76088793,1,172,173
226752362,1,6386,4213
3429624358,0,187,324
2356933104,0,1644,1975
4299368474,0,4,43
886677366,0,163,39
61507307,1,2268,410
1187214566,1,217,866
2502305948,0,1413,444
2435691437,0,713,840
2211292594,0,7275,272
481771979,0,412,676
212000898,0,491,139
4144840473,0,61,200
469798223,0,982,2031
72669763,0,48,1
2894818569,0,962,405
394747499,1,155,118
705653483425255425,0,1668,86
850039278251986944,0,0,0
594750915,1,215,335
144211978,0,126,311
316172741,0,1132,974
2671248128,0,325,206
18722932,0,388,504
3959603475,1,1188,1407
407270872,0,1280,649
811747458019721216,0,46,22
492339900,1,2009,185
2963034581,0,58,105
1671703668,0,158,355
865100688,0,184,224
3317557746,1,1637,4454
232944366,0,1485,67
494795823,1,3806,3398
2788052490,0,10,15
809559889991208960,0,5,63
46059944,0,52879,462
242959453,0,555,691
1201749463,0,613,751
4775556688,0,3783,4208
764312955605385216,0,1896,1254
1341682903,0,728,891
3011186238,0,211,603
792728574,0,3602,426
1038353864,1,686,49
1474457479,0,98,278
715198069575327744,0,3101,4738
4370128281,1,2227,258
2780748739,1,30151,28149
1240347228,0,213,320
2293783117,0,56,47
835171799323172864,1,153,211
62917578,0,556,1283
138615333,0,546,328
1170321193,1,2004,2796
591933437,0,1686,784
503498968,1,15,111
793837290543951873,0,76,236
3374126201,1,3068,150
813498406706577409,0,52955,4
743990162078769153,0,600,586
712772601609863168,1,150,121
556738775,1,485,339
4828243274,0,886,1380
211744214,0,349,2311
310259207,1,1899,2766
1546309746,0,182,335
218025759,0,11065,1002
2938470511,0,114,589
762167251,0,2779,234
2180131234,0,1375,717
4558528468,0,669,612
300488301,0,570,888
821896932662636544,0,65,199
75550481,0,2688,2366
190047161,0,429,389
777930679849934848,0,772,1369
40403327,0,1923,883
102087246,0,930,450
83943931,1,265,435
712028997270511616,0,61,339
278163919,0,146,289
18073623,0,181026,2428
596780922,0,521,622
2674860530,1,610,634
2430730182,0,638,351
2271185556,0,366,651
1700409241,1,468,646
315341279,0,2194,1006
31221805,0,491,1495
449498128,0,920,857
966771236,0,4,481
4136459285,0,59,225
1607526648,0,475,1192
1322239068,0,468,169
128427251,0,198,756
46463330,0,1046,539
2445161227,0,2546,4409
2389790164,0,1737,1233
1099968974,0,823,3131
59443080,0,6512,365
359414082,0,653,663
392554047,0,302,344
20827160,0,1131,3015
2542488877,0,1005,1033
23970626,0,13455,13329
425574756,0,62,118
277360637,0,379,225
59763429,0,475,282
522162622,0,169091,35593
90087110,1,17,32
104255199,0,158,518
205107212,0,1008,1048
2712754892,0,1206,1416
110951035,0,1206,194
4082349628,0,401,600
701866252713771008,0,133,104
222251803,0,969,604
783689090,0,730,591
179244604,0,1686,355
705557649950056449,0,3508,3461
832432662581243905,0,11,37
3108278542,0,1087,1405
4922714353,0,32,99
227072173,1,1594,4198
2771654616,0,6,22
82900516,0,1216,336
2385819604,0,45,354
237084500,0,718,568
2926108729,0,1,39
2777257618,1,458,1728
849498867490017281,0,0,0
629090577,1,1012,877
740133295346847744,1,323,773
2583277675,0,105999,0
18829954,0,1413,384
110343750,0,359,218
629606454,1,10066,326
1846373946,0,97,106
839106449196232705,0,3,87
2482378034,0,696,1695
2857755648,0,151,575
849506219119312896,1,0,5
817513996412710912,0,1204,3601
21376172,1,7391,8093
42095269,0,6313,5550
264887071,0,222,414
128406994,0,369,280
767259318039089152,1,40,80
2243518726,1,52,87
14336002,0,2,53
785318858970259456,0,175,821
192273308,0,374,322
29296775,0,1318,1305
125862487,0,13061,397
414304096,0,212,250
1910919804,0,17570,16954
612088093,0,1160,2410
2873735659,1,2885,1876
547830254,0,469,524
3224618805,0,531,152
3683586865,0,470,429
826818998662737921,0,57,151
3433449875,0,708,657
3708541817,0,442,88
508170485,0,643,302
4767714314,0,43,64
2181575898,0,654,333
2402259427,0,1469,2034
201979748,0,225,194
826004570,0,5,91
102297762,0,1119,1064
3889171,1,5298,663
2531709177,0,228,194
940038662,0,967,3362
44679883,0,361,161
40044371,0,18153,960
2314192086,0,368,218
17055997,0,333,434
382856329,0,111,240
1687486382,0,91,628
823311271994888194,0,108,289
315309390,0,178,294
253607208,0,5450,4389
4742472333,0,388,161
169615024,0,6344,3388
1420251392,0,1269,451
742078972318601216,0,209,176
108160057,0,1135,975
3137920579,0,345,282
32586986,0,830,353
2355005185,0,587,196
130743217,0,52,400
3102724793,0,1477,1226
709738194095480832,1,87,178
513409613,0,347,297
2606047868,0,82581,0
199384244,0,965,1908
826894234200334337,0,54,135
309878845,0,733,1392
943449925,0,2923,391
2192102480,0,716,302
1937825834,0,374,293
763477522948493312,0,1337,2768
2639545706,0,1224,178
1355020194,1,36545,141
1865621094,0,1430,4996
340733644,1,78,532
768980704361377792,0,1190,4
799661893908447232,0,546,291
883416061,0,827,866
822093697370099712,1,15,105
2834190193,0,472,2215
178216152,0,115,94
49263164,0,7,82
188518167,1,349,196
722887710,0,620,589
839302326296850434,1,110,103
518158079,0,3021,167
2397191857,0,311,244
25077848,0,65,289
358887492,0,72,291
4308929532,1,39,79
892235952,0,1161,293
3653919260,0,1,83
92228831,0,466,654
3029326756,0,2425,2671
3738092412,1,942,302
787974044,0,2064,4809
1490765995,0,606,390
51496412,0,186,685
2741903325,0,71,133
759414372984721408,1,467,12
87661524,1,2194,1057
1700360256,0,262,556
1579346503,0,145,385
842832831663521793,0,19,186
1773694350,0,1164,1488
3107236052,0,494,151
2605382575,0,413,1549
709565563723489280,1,54,402
3285477326,0,201,308
92441303,0,550,155
821527218383769601,0,33,112
710618380160471040,0,41,117
849448900134137859,0,0,4
69497742,0,18905,3469
849448559082713091,0,0,0
832587510320623619,0,33,25
35178477,0,837,1054
2365277576,0,1610,3898
3177224089,0,101263,1
3738092412,1,942,302
3237942378,1,795,2451
2593549544,0,160,333
3079155937,0,190,148
818161212596703232,0,621,333
114570841,0,1309,1244
64482091,0,25,50
145801816,0,108,190
123378376,0,798,786
19089597,1,276,1463
338087266,0,526,171
236931606,0,286,563
1308752508,0,264,222
771877668077707264,1,153,172
1385748331,0,238,332
1706004092,1,23,1489
62496790,1,21535,7007
835012365515010048,0,1030,2428
2598160200,0,100,163
100875458,0,1173,1265
780791090831994881,1,953,637
704400400435322881,0,414,603
81868806,0,132,164
845881256667623426,1,7,47
3405983297,0,8893,5277
833141172570845184,0,154,102
41505963,0,1219,834
1694444395,0,598,30
232861806,0,411,549
105563889,0,302,561
2151830718,0,5573,334
2602188871,0,479,267
862662000,0,1,144
102501450,1,1829,4296
1322389166,1,9,168
390280470,0,763,1036
171077810,1,764,0
819321586675286016,0,4562,564
2605382575,0,413,1549
2191666328,0,141,185
105988509,0,826,1443
325020735,0,528,1306
116163714,0,147653,3
3198810173,0,79,234
1460971046,0,1318,625
2563536483,0,87,67
481853333,1,352,51
836324340241051649,0,65,79
731025091786641408,0,283,612
760776483560361984,1,743,304
41187603,0,10618,1739
3711700227,0,392,386
770547440445452288,1,181,257
2326217869,1,404,62
405269466,0,1939,1347
635818109,0,719,640
237708097,1,342,861
1014366390,0,1532,834
222339017,0,295,937
795098479269974016,1,23,39
3738092412,1,942,302
2912850671,0,58,72
2876324112,0,362,225
169577775,0,11710,285
118342823,1,3420,613
264331698,0,843,259
4189482154,0,43,40
347776269,1,12,9
146887146,0,208,1110
169751645,1,370,1160
769580983775531008,1,64,295
41879526,0,5248,547
174727432,0,2195,1688
2942303654,1,37,197
47216088,0,2650,2051
284321460,1,415,989
833943223236251652,0,106,219
356542238,0,1089,1984
19393680,0,69,109
838012883090956289,1,63,249
709031949936037888,0,3346,4826
848326451602407424,0,61,354
618561429,0,1493,645
731867231630557185,0,162,193
770802235,0,869,804
267876103,0,47,173
484210130,0,1198,1459
708332323754942465,0,545,348
20342387,0,19380,454
2403416633,0,263,363
760408810666078208,0,0,21
1071727494,1,866,538
4912262125,0,558,777
28698668,1,166,644
90447485,1,661,1151
761722557078704128,0,274,224
547932086,0,341,92
22827991,0,774,1146
4183085298,0,4342,4961
779117944622059520,1,8,77
711846895266766848,1,1340,2067
831733019018932225,0,27,124
285105147,0,303,237
778600811983015936,1,6,28
1596638413,0,891,196
2910686485,0,339,115
862671163,0,2,127
195575801,1,29367,1517
3221361808,1,235,969
1039568845,0,93306,70890
845197350578503680,0,53,135
147846373,0,222730,151106
155536851,0,4804,888
241907142,0,6144,2416
366243932,1,287,537
39708833,0,103,74
813574809691029506,0,10969,614
363848908,0,1449,1935
815089381,0,952,24
850017254859321344,0,0,23
841403227614638081,1,235,325
849459011153952768,0,5,51
2798758688,1,1394,2129
62936742,0,642,556
3118254413,0,373,171
95294150,0,700,693
2297601357,1,19136,1734
210818115,0,2719,944
201895949,0,1064,542
132814447,0,3640,1481
828461943052705792,0,6,93
2316093601,0,58569,55817
450851053,0,415,331
820970607944863745,0,337,2378
22633906,0,631,1001
751710317210632192,0,827,137
243816845,0,2457,2097
529848612,1,7,219
35410169,0,155,342
1138278067,0,1850,671
37941842,1,368,408
63109537,0,552,578
759813067521658880,0,249,541
793108814845317120,0,444,475
2258910952,0,31071,22542
16072660,0,557,2414
743982005029867520,0,591,103
46299671,0,227,12
710388279,0,52707,12794
2701705838,0,296,384
604368965,0,552,1112
591966968,0,1029,1292
726324428355706880,0,135,193
47844315,0,339,179
2356282614,0,90,217
1258444693,0,297056,197034
816690184410513408,0,124,74
365929100,0,120,74
1098053850,0,116,323
738119258,0,288,315
376062744,1,1924,971
464090395,0,238,214
838815360,1,263,266
2837905478,1,36,1032
1953637261,0,123,445
79578546,0,338,978
163702327,0,1202,2211
704407724088541185,0,2971,4998
1242899053,0,32,251
2305205730,0,8910,8834
2223872336,0,170,139
18804875,0,221295,214932
769192297254707200,0,16,439
258999652,0,66,460
195992303,0,600,255
514993194,0,207,27
769951911210520576,0,1311,199
444193912,0,47,97
40246348,0,475489,295767
180907663,0,90,615
1291091208,0,87739,1014
305911626,0,7383,2998
20854637,0,1494,181
515824422,0,276,487
2168524531,0,289,330
31185580,0,13094,614
914401338,0,387,293
3151994407,0,99481,30181
469513471,0,1426,882
4459806199,0,1049,579
1067853367,0,735,805
118342823,1,3420,613
1941786847,0,480,154
2596763417,1,1643,835
799989760286662656,0,31,286
702693550111092737,0,172,311
1921450268,0,42,91
708464111,1,584,151
779672977457618944,1,5,92
176826928,0,111,170
430853109,0,370,1380
2889338488,0,33801,20065
812555472,1,960,408
1500501235,0,699,337
114569401,0,2839,254
779390999957241857,0,70,55
218705171,0,335,425
314213024,0,1960,1931
351497307,0,392,556
815950503884496897,0,353,713
1169144088,0,476,374
274247895,0,624,366
2902329481,0,61,94
2853575138,0,544,535
39002937,0,151,192
15207657,0,1946,4092
300561083,0,1058,1538
573300573,0,240,252
2248117748,1,356,258
1898295032,0,702,1535
296689970,0,2371,3092
760937802347515904,0,96,182
1363640360,0,1235,1139
241359362,0,1110,841
802250909421948928,0,44,75
116875452,0,814,519
841535231274450944,1,9,47
839300157925691397,0,7,93
306161751,0,3409,1894
119757712,1,488,327
148608467,0,191,247
2245559762,0,3991,514
779855756686262272,1,3,96
223467747,0,2335,2268
754770976534036480,0,985,446
313789046,0,315,359
466027318,0,916,321
4831644620,0,9,62
2204123365,1,425,252
353412198,0,185,306
2757666716,0,149,155
2179668098,0,80,274
2230835258,0,63,2
36312804,1,2431,4998
83549832,0,14133,14097
731107458,0,1272,727
349884208,0,118,182
106763540,1,1607,13
56956062,0,2122,1297
4846614077,0,6572,535
720368399331770368,0,762,492
1191702306,0,1413,585
131802896,0,2519,371
2405298254,0,21633,3453
2450552402,0,628,425
2257227914,0,190,103
384767321,0,2981,1823
714599701807570944,0,117,518
26813444,0,1863,967
2495519732,0,415,68
166013500,1,24164,1080
2617082951,0,58,296
18754081,0,553,2124
343364405,0,7584,483
363698782,0,10768,526
2898508228,0,2031,1624
809616302025441280,0,1,0
2831908381,1,81,188
3783357195,1,3075,914
3615509654,0,84,139
8832082,0,5767,1364
15163015,0,503,454
4372186702,0,14,166
820635751,0,634,421
116656431,0,44,34
782551654478417921,1,2298,773
23353927,0,2075,2227
319438654,0,369,323
413894910,1,462,98
378606046,0,524,481
22553425,1,1666,2703
977173555,0,204,181
341876230,0,499,330
780972120780185600,1,63,255
2261860130,0,412,353
839826895,0,1643,449
16877546,0,152,131
30072071,0,48726,16717
818475370571825152,1,4,10
718556847326765060,0,234,328
27171568,0,210,1020
1242130428,0,584,485
762755610274177024,0,18,2
3047676889,0,2535,258
582221988,0,2219,142
344353541,0,2648,2905
241911318,0,55,142
2894240610,1,10794,850
484715741,0,717,445
780903993115611137,0,84,52
97868158,0,931,911
134049365,0,3106,565
763908440519348224,0,158,221
1097336689,0,296,293
22329710,0,2779,686
2953961317,1,1937,2955
179295436,0,156,583
68426330,0,121,93
2808157862,0,304,154
2959583597,0,414,311
180880690,0,107,79
771971841980325888,0,231,57
1253749045,0,376,322
829765690278162433,0,9,90
1321207260,0,38,182
793519455699660800,0,56,77
227335394,1,22936,23506
716109919,1,856,66
222178668,0,752,609
39927832,0,6931,2591
236865818,0,13430,552
18229118,0,1122,646
2473184257,0,355,895
46560708,0,2950,2906
2573015660,0,7630,7010
849912839431180288,1,0,0
16560935,0,473,3484
578468465,0,364,309
4708313015,0,19,74
90881136,1,1296,432
836989067929628672,0,1031,2302
1454650742,0,1791,1780
2695564611,0,31,81
836825906593337345,0,9,34
2388080125,1,296,223
1214038087,0,713,636
1586806904,1,170,105
472872885,0,1083,1927
284437498,0,219,351
2934430747,0,101,78
3710105597,0,1138,4
1929630666,0,186,226
132464396,0,341,168
14328877,0,506,173
818179831728848899,0,3226,717
130663061,0,2913,1871
1550983255,0,309,399
24915118,0,578,516
846387032352022536,0,134,278
3129195307,1,169,468
798295477531934720,0,91,90
2881345012,1,43,63
245035945,0,1496,488
27568241,0,601,349
710125639966154752,1,102,205
1530113748,0,281,236
2239893319,0,829,1017
721446756798570496,0,1034,773
3092113925,1,117,358
2532705926,0,31,67
733690493184397312,1,290,244
766968271,0,974,810
628579792,0,204,289
487183381,0,523,556
845526847790157825,1,59,231
149005366,0,176,737
758747329767714819,1,13,245
239880360,0,1870,2270
3000799825,0,290,747
25609933,0,1339,1057
719213679934181376,1,2583,1852
9955312,0,181,70
2525006592,1,170,640
1525836182,0,849,1502
3303094235,0,441,205
2697407677,0,65,206
46738845,0,32,189
4810782014,0,382,382
18036907,0,6250,1348
344879136,0,33,128
222643708,0,492,417
438048429,0,726,2663
369223630,0,665,736
1331979943,0,396,581
1157001612,0,287,299
1113494090,0,61,86
599726401,0,220,678
3516833061,0,2902,2986
3329105402,0,115,124
788440343066898432,0,14,77
862695930,0,0,51
162843898,0,367,408
3319711116,0,297,105
60831866,0,1854,1420
789547647589908480,0,302,372
830048347360747526,0,61,61
260521095,0,437,264
4404853093,0,275,260
904388701,0,425,789
126912579,0,395,497
48085134,0,465,533
2935691070,0,7491,7354
2747886140,0,1067,726
262570158,0,2295,1955
808717785496961025,0,1546,4053
1007467178,0,993,379
122152529,0,2109,4064
452623299,0,537,729
