user,has_ht,followers,friends
17315078,0,1753,1460
2148287707,0,472,477
561228691,0,673,80
4272988225,0,167,472
750855612981010432,0,25,139
3287922032,1,216,164
121370906,1,2783,221
370931281,0,464,349
22730714,0,406,179
2910333752,0,105,96
754439274582376448,0,769,276
1899654362,0,1110,430
775355597256527872,0,3,33
18337740,0,2295,500
19173608,0,82260,75757
116082126,0,343,371
295820693,1,211,240
845011024579309568,0,86,486
1394883098,1,112,140
109628872,1,84,240
831545164971786240,0,4,9
53494022,0,18,89
866411862,0,323,206
61044040,1,843,1574
938365560,1,2844,317
175532480,0,341,350
3092019085,0,230,291
803446376,0,1205,3392
330767782,1,135,54
408962954,0,1331,1011
397642740,0,1415,749
2316922811,0,365,342
295193664,0,2064,516
829881631,0,262,164
4195111452,0,257,121
821952660718792708,0,269,488
66994327,0,49,154
115269916,0,113,61
2505791952,0,155,413
2940913102,0,2420,99
2879920362,0,17,106
758029839785865216,0,181,223
129527211,0,421,328
840223345,0,417,259
39576271,0,13284,8999
393037895,0,153,355
709711394929831936,1,740,2523
770873168579796992,1,124,87
808687808407814144,0,162,151
2730117639,0,333,213
326175849,0,2341,661
1976052092,1,70,152
1590421933,0,1079,491
2455751059,0,658,637
136443765,1,83,377
2311997728,0,1021,117
3373801313,0,166,677
2788429902,1,6,51
581536406,0,307,248
829098568535384065,1,30,102
758963655438323712,0,490,17
2212639015,0,388,322
2446552214,0,624,482
269531852,0,3937,930
2940380079,0,116,170
61106469,0,478,236
43153434,0,2200,1721
1611728623,0,371,485
843233873781817344,0,68,131
88354766,0,4235,3247
46277514,0,75,155
3154524926,1,247,228
614816006,0,870,727
1026317144,1,56,61
41718120,0,516,485
2945562903,0,199,109
898882957,0,465,638
271707229,1,736,60
2720535398,0,759,625
255581270,0,715,205
765912929808121856,0,714,1239
2868431802,0,229,421
1576186298,0,868,1856
237907332,1,621,870
525697309,0,254,196
3497442676,0,1042,1105
761078022170550272,0,354,468
70183589,0,1235,833
544805093,0,911,1067
252363759,0,12082,9306
1947471811,0,960,877
802627098980458496,0,1726,4942
1397227680,0,105,292
818080917625434116,1,202,787
763398008,0,5720,4112
78675139,1,343,637
21927881,1,4063,3704
2519375077,1,132,346
297722756,0,466,300
793072496547393536,0,2176,1585
2164841316,1,641,1150
2173182467,0,65,147
3041925160,0,658,219
317889860,0,230,270
2718149037,0,113,311
234517991,0,1364,1577
130797527,1,7556,8027
1579172994,0,106,113
843349390614052864,0,10,123
722879122104459264,0,72,43
831911067521531906,0,4,0
64812537,0,212,476
73761932,0,1659,2545
86759863,0,4172,3433
2691021607,0,155,158
932419538,0,1555,2425
971424360,0,187,335
928826456,0,457,272
3188429827,0,42,198
59818467,0,18,167
2408053850,1,1088,1900
794847292398284800,0,48,89
833562329681850369,0,51,48
3856911373,0,2684,433
437451812,0,750,446
4292559614,0,469,3412
3195912883,0,87,182
76500198,0,1414,483
37796609,0,598,243
360265243,0,5139,175
4484712497,0,129,447
29201670,0,230,231
428714714,0,712,303
60364675,0,96,189
283685536,0,2545,1685
824439426411536389,1,6,123
44714333,1,5115,5460
422609301,0,5362,3271
136553795,0,763,643
99917079,0,806,2034
1561259425,0,678,674
322894646,1,7759,14
396692695,0,3340,1224
2981606304,0,2040,4999
835336164122873857,1,14,412
1958682427,0,2320,400
16732211,0,2128,2613
741675218121293824,0,560,643
2416509803,0,350,584
4091858979,0,1531,396
3229739982,0,305,737
831311912,0,882,1176
1307676780,0,985,767
766091016977936384,1,6,10
1493029160,0,334,182
2388405565,0,825,1663
5500152,0,589,146
701880854,0,1377,743
302504619,0,469,907
3443591,0,32059,549
3672940045,0,3530,4931
803803628649619456,1,3,98
2691301089,0,692,810
726028204364820480,0,25,66
4777623112,0,358,383
710627887993335809,0,678,271
151603042,1,150,171
20867110,0,1729,2309
795132532329213954,0,90,183
4892486428,0,187,226
1095484218,0,478,424
275793321,1,983,1420
64418378,0,214,389
2713085782,1,211,379
320753462,1,1088,969
299641141,1,1208,1068
737331220221136896,0,535,362
60398793,0,359,795
3250454216,1,93,130
4188042179,1,3,2
580152440,0,707,703
517512787,0,1462,993
24540362,0,446,1137
131954929,0,742,549
2812429565,0,278,348
80919561,0,470,193
359155312,0,312,371
2334548625,0,59,1232
54945757,0,1720,681
1312052053,0,140,722
3277529814,1,91,66
902375838,0,230,430
4128355992,0,331,279
715637143020765184,0,136,411
18808739,0,760,1427
3953302223,1,906,3488
850022022822281217,0,0,31
753185202948694016,0,75,2
69305085,0,602,811
88121208,0,459,3019
1630499581,0,235,74
2495419518,1,232,160
3358220710,1,104,253
2498333661,1,10,0
1068059250,0,814,656
3310947175,0,110,77
775084704441757696,1,189,85
830128150852022272,0,180,475
915186104,0,3803,1020
28339803,0,222,235
3102557881,1,43,496
108010796,1,717,679
633990187,1,433,91
837253171743502336,0,1451,3339
374903625,0,730,630
103587750,0,3626,3202
1178224087,0,11304,11061
246371061,0,610,1956
826107787394572289,0,141,150
2617701114,0,43,65
921325118,0,400,2147
97704895,1,836,2182
717485557518041089,1,2901,2136
14908862,0,34,147
795409117,0,69,959
1138178221,0,4751,5219
1867556664,0,26,83
24078736,0,21,81
6016152,0,417,369
844265505489768448,1,51,203
630490953,0,495,351
39227331,1,426,573
16295834,0,10521,9
805179944523460608,0,60,460
185890739,0,1260,928
628880332,0,1073,1087
1332875790,0,26,88
2718769011,1,210,288
838437607365214213,0,31,105
406060868,1,113,112
21449972,0,197,308
2155209500,1,137,7
115656063,1,107,23
2639269168,0,410,662
58342468,0,54,70
338332490,0,46,149
1095484218,0,478,424
338025173,0,583,862
592882564,0,21,93
144509432,1,379,206
3413481319,1,238,862
2685907627,0,217,318
549287674,0,502,338
54437168,1,1313,1373
167913017,0,751,230
480577521,1,88,292
171568247,0,5061,1350
123986502,0,429,441
418703000,0,310,252
23400753,0,56,117
190786069,0,4830,48
29322817,0,1067,819
1480915458,0,12164,446
731121473537081344,1,326,561
823728507561930754,0,43,805
2692188463,0,787,398
1687493587,0,1017,204
58449662,1,110,438
898882957,0,465,638
476416920,0,184,680
730969146226139137,0,240,284
3059302198,0,227,180
838302266889224192,1,387,73
2416417213,0,1369,847
71326190,0,9,76
307677802,0,1027,860
3940088680,0,45,1
1323055993,1,141,250
239602477,1,7996,7600
4039294337,1,0,2
1688811836,0,1095,971
735591811843002370,0,113,222
27523552,0,745,553
106651420,0,1574,888
361887468,0,701,454
193585742,1,912,1353
748267342610763776,1,55,50
539670267,0,1808,913
295820693,1,211,240
827507547947008000,0,265,417
21253935,1,7946,2376
2464984657,0,11237,12371
2583379016,0,77,45
302970050,0,1651,1377
2400033662,1,7690,4132
849443617773154304,0,0,3
755908516255264768,1,857,1203
2751705466,0,639,735
1915001826,0,1410,1225
3580376112,0,11472,9907
1390320320,0,217,338
276540158,1,2350,1699
186227582,0,1840,243
841203902037004288,1,52,142
66994327,0,49,154
841371767839084548,1,12,11
606482872,1,961,1346
831193641410555904,1,93,39
256859253,1,493,646
165505956,0,17086,1949
1518702625,0,741,2772
3528378015,1,2173,2781
373248141,0,320,404
25376730,1,3825,3490
197276987,1,501,375
3905318126,0,263,192
513282121,1,99,93
495092750,0,4566,2991
368447925,1,8661,3030
73623877,0,936,2451
436367457,0,3495,360
4180708955,0,32,154
845941440244998144,1,4,208
847213023139966977,0,4165,95
556819523,1,152,265
898672652,0,116,339
2803816094,1,427,952
1898927840,0,865,1151
747851387711676416,0,12,60
786222830648168448,0,39,7
723398366932017152,0,205,675
849004038070915072,0,35,98
247609142,0,124,296
777252331754708992,0,3,112
703749212,0,3302,100
1001848021,0,82,191
754768249062055937,1,72,155
440797281,0,6362,359
721106255,0,48,109
2976711568,0,818,4990
84175978,1,1020,351
576341104,0,373,359
368447925,1,8661,3030
842483075758116865,1,51,200
850033774633000960,0,0,26
2832865725,0,277,1347
160642616,0,275,711
547623006,0,65,119
2461202555,0,291,389
323585238,0,1492,1410
823951837271392256,0,138,98
288677531,0,612,75
2218281115,0,1870,2416
2200692187,0,378,300
328127770,0,799,832
1522839872,1,126,608
226115329,1,124,266
501872916,1,2002,1030
466008745,0,3173,3045
805486944209793024,0,229,487
313973793,0,715,1891
793931570159624193,0,32,6
805528640184287238,0,609,2170
268466265,0,192,352
216150198,0,433,590
849804645371392000,0,0,0
760393881552691201,0,42,88
3087324619,0,243,535
3135447923,0,681,649
21383658,0,2567,371
35344298,0,343,1383
505410336,0,4718,4605
797912624310546432,1,2394,4313
18081804,0,371,649
808763430,0,38475,200
1281567535,0,178,170
2334723361,0,1000,574
759085118199853056,1,40,87
814255181038817281,1,57,49
455670481,0,541,1324
2781140430,0,982,668
747552781,0,8773,4863
434998092,0,863,649
968858126,0,511,368
724839182,0,1143,340
3377967312,1,291,854
316208642,0,315,531
721124037322104833,0,668,296
252325607,1,3217,4938
1450530481,1,1687,543
18617604,0,11128,10536
301607275,0,3035,499
722634097328267265,0,15,63
715172108381396993,0,46,243
792320503,0,50,15
480923004,1,198,362
838146014250938368,0,51,0
80289302,0,1839,1567
771586202931634178,1,18,14
737355119780499456,0,309,673
2372286993,0,646,903
2553853866,0,831,1138
106256871,0,177,413
849803994058895360,0,0,0
2707241539,0,184,269
200356567,1,148,518
2565412998,0,589,493
2733179196,0,888,1442
4717904859,0,98,105
2500412340,0,129,84
849246300403052545,1,2,62
1659026960,0,152,164
2388481386,0,117,93
835428110657073152,1,50,183
297540787,0,313,311
253383094,0,541,417
19800276,0,195,532
1644577141,1,777,480
395917423,0,5,17
3397193172,0,36,64
1393396698,0,389,1090
559010235,1,512,566
45131240,0,226,244
2895089837,0,451,1559
2210346038,1,464,1227
839409990913966080,0,121,681
33254480,0,195,2350
2240540935,1,8016,4547
716100983558942720,0,1923,1808
729304898278428672,0,285,221
304202253,0,657,592
70225540,0,208,750
2332100389,0,150,106
836036353175535616,0,259,101
272527657,0,203,277
298901356,0,325,487
1017618794,0,785,1230
590238828,0,4219,522
128080126,0,910,666
763155656555782144,1,90,57
2899133017,0,104391,81089
709142315365998592,0,866,796
803606605782810624,1,723,1440
246388853,0,5142,1172
1265253409,0,429,106
1870076550,0,11908,11247
3131367801,0,3946,4472
94747688,0,232,128
206560051,0,591,1218
248963657,0,752,468
836147007119048704,1,150,151
404084459,1,560,1111
714974716231098368,1,98,46
1658649366,1,62,43
4237294227,0,355,127
2440319814,0,167,76
236720845,1,1051,479
273945732,1,11524,1612
454126429,0,31,146
2840487714,1,314,631
428038840,0,2039,909
1458380593,0,617,460
595227733,1,719,1346
15490712,0,848,1783
774115385041760256,0,67,62
60264283,0,728,585
779406002,0,792,166
796321441662631937,0,1,0
339722887,1,4690,1843
29552896,0,396,155
719960908,0,262,213
445065980,0,232,327
55522994,0,6355,1507
1238306498,0,276,3360
981913968,0,517,434
833150562703114240,1,119,289
2476828633,0,10141,4200
1734681512,0,340,620
92441303,0,550,155
2279733948,0,803,190
39583489,1,389,232
2365958252,0,862,280
520058786,0,17102,8296
18133349,0,717,83
143466189,0,188,96
4583365094,0,175,0
17333877,0,4197,5000
771535627653296133,0,193,595
3009204646,0,248,171
124082728,0,765,695
2169318584,0,90,90
2475273985,0,106011,13519
261655970,1,624,340
18483520,0,308,262
729539099229597696,0,771,158
2533145923,1,22,32
322587787,0,4,13
4229182528,1,73,285
4561295298,0,181,196
366575137,0,1258,1571
19351599,0,1568,2128
2648137470,0,119,12
2910967730,1,942,586
235073391,1,1263,1126
3729763035,0,349,288
553897912,0,1119,1235
257366942,0,1171,976
366929502,1,2127,2631
182915876,0,1257,630
2865788227,0,290,261
2976997049,1,25,260
4261149554,0,32,52
26096320,0,10604,131
434536861,0,2402,519
216114019,1,1261,1806
318383192,1,964775,877225
1379559624,0,3269,319
1043254795,0,304,361
766760107040321536,0,295,210
350559741,0,297,197
620076753,0,2368,996
255270840,1,77,141
200357919,0,75,137
119461273,0,346,155
382080953,0,3651,1
915403536,0,1811,399
2670540601,0,102,174
2934525177,0,172,34
951684937,0,996,841
3216701549,0,8568,324
2430503054,0,184,351
280848678,0,340,279
1347260466,0,31,205
3044273506,0,335,300
762062269979164672,0,38,189
4186624275,0,153,219
1714404042,1,694,435
842984241797382144,1,5669,4805
2599500812,0,2042,66
2991024916,0,34734,33024
564798277,0,1084,1740
181267915,0,499,221
710061068912095232,0,363,829
716214186,1,6932,489
2923474696,0,1138,636
787974044,0,2064,4809
240130591,0,3460,1920
880470979,0,51,103
2651533825,0,114,7
342878914,1,22,157
3785088988,0,167,151
2253941724,0,2554,164
3537347303,0,51045,39904
3097483151,0,255,255
175908007,0,1303,494
732273186742673412,0,15,108
762318823,1,3343,4544
3432223209,1,353,511
3513155776,0,14,1
57353054,0,2439,144
1278927588,0,2115,642
120153772,0,280624,1605
1055012538,1,355,400
1075034635,0,47947,2376
23121122,0,429,424
2225427603,0,87,57
2763516734,1,2988,2687
3028335535,0,727,148
3184913500,0,113,177
1403058002,0,148,61
27733419,0,2850,4985
3241752000,0,38,0
2847566575,1,886,1987
715467390,0,938,859
66011862,1,128,392
291511216,0,139,424
22623204,1,2047,2460
891752172,0,509,477
846988903412314112,0,11,124
3587940737,0,369,688
823209449070264320,1,273,473
84058838,0,256,776
618478971,0,673,325
3074290231,0,1308,2557
738028044988751873,0,91,142
746867450084372480,1,22,106
116930038,0,123,434
413631328,0,1429,692
320706915,0,1961,1144
4363316069,0,218,558
26530494,0,1275,403
489821108,0,862,640
2937984182,0,96,125
41469552,1,1050,220
32995850,1,144,127
73211372,1,3388,3541
4819706085,0,305,420
185119460,0,413,246
1645627172,1,166,296
842029626608123904,1,109,7
57889147,0,259,240
2875873180,1,234,281
815745775,0,842,541
15041955,0,186,419
3308233867,0,214,224
979300015,0,827,874
2316340093,0,342,378
411052402,0,481,285
1561436750,0,327,136
817371461518180354,1,18,304
479147211,0,445,348
414563038,0,2492,2561
48090142,0,355,242
461372489,0,246,212
2202849209,0,421,417
486353751,1,4,26
919610762,0,198,90
116107696,0,1034,305
2776662137,0,1582,313
399104119,0,1165,792
34743193,0,1276,1305
4710256600,0,2943,3502
2857449034,0,319,317
713745015701315585,0,87,82
103719354,0,377,213
2255463110,0,101368,2
2708290746,0,2133,2746
17333877,0,4197,5000
222727342,0,54915,18389
808687808407814144,0,162,151
4847449552,0,145,207
237826518,1,2842,3532
3850532112,0,618,493
415164536,0,11953,11794
4252034273,0,715,50
2952724430,0,1573,493
492195257,1,786,594
2184428881,0,2650,1996
798688930883248128,1,72,166
3167496955,0,94,142
2614518266,0,16,673
14284095,0,19682,3780
718189399716921344,0,648,539
2178599070,0,134,348
779461931652485120,0,456,145
3390901529,1,1193,5001
3144168113,0,227,1083
746700505838039041,1,11,61
849609198476419073,0,0,29
1606108909,1,293,561
1157001612,0,287,299
2338738272,0,504,177
845939216513187840,0,290,489
251708664,0,82,80
829372114222321664,0,187,0
799013249618481152,0,84,347
21830641,0,717,209
3054213306,1,159,232
4824087681,1,130287,100
327482821,0,715,251
2557243351,0,1942,1287
3112293662,0,26,161
4561124782,0,22,105
563517598,0,29,2
3847627750,0,72,51
816375369829793792,0,83,78
4924426539,0,53,314
469367114,0,17,58
739703405971701760,0,216,113
993237391,0,416,299
3225293711,0,368,292
159107483,0,2292,843
785486602248134656,0,5,32
17380467,0,938,353
221963057,0,1431,1076
3061816134,0,1715,465
1035551917,0,420,417
2582464608,0,3019,198
160924150,0,304,174
4923726179,0,1783,345
356357800,0,96,106
198309643,0,477,379
506061955,1,162,47
144431843,0,1088,112
3077534967,1,12013,28
413255862,1,328,274
271249585,0,201,729
3287518194,0,53,44
62943011,0,3810,612
101224066,0,3281,1091
3000232517,0,409,271
3153681236,0,369,91
305799997,0,1245,826
536645081,1,1355,535
456034260,0,1080,224
2795886859,1,720,481
3361626913,0,327,220
2591394811,0,7842,800
3054213306,0,159,232
4815805053,0,96,42
2991879956,0,303,295
211244672,0,1481,2485
19217369,0,24313,870
312391846,0,4872,5195
1926699066,0,37,23
2391999894,0,401,345
73252832,0,142,296
1614360842,0,112,392
81080894,0,506,307
2748898717,0,38630,12246
12224342,0,3695,2462
2278745556,0,452,626
331355703,0,670,295
2148896110,1,2,4
189395176,0,2845,3686
1569559435,0,258,729
30849001,0,447,775
777600985329987584,0,2129,4454
801643464215568384,0,3367,16
548828636,0,2682,2736
935527926,0,1642,1296
52231206,0,957,1042
2271726506,0,89,174
1060179829,0,1303,54
224064848,0,169,375
848801142599548928,0,411,604
2482099152,1,377,533
2350363310,0,622,1193
88925756,0,7326,2540
2985959048,0,772,1459
4817882411,0,10551,445
500011533,0,374,491
2154108291,0,1027,947
305995453,0,17,46
1666672040,0,256,253
2392195507,0,275,380
2762577256,0,24,147
751447534896230400,0,60,173
2341204339,0,7026,53
929720618,0,32,126
954860670,0,457,197
802870833479819264,1,79,77
52169219,0,1569,953
381765984,0,5040,4459
412603689,0,958,605
59020438,0,942,1071
1049457834,0,1598,579
634075520,0,1020,988
4713470729,1,10,35
83565055,1,1405,886
2367187718,0,2627,3031
326231059,0,511,385
2192724313,0,361,760
934785902,0,13557,14621
832325682185306112,0,80,174
118391411,0,256,261
1099094622,0,695,155
2281345747,0,1783,122
2764788868,0,11168,5521
32631347,0,496,802
43754739,0,484,392
841403227614638081,1,235,325
801535855,0,32,82
16425040,0,1592,2895
22578655,0,1851,159
921037176,0,552,989
2317196959,0,7587,8238
4767189656,0,223,102
95804736,0,1719,2024
850030176805289986,0,4,80
71931524,0,99,41
2853931272,1,2788,8
1868127522,0,109,77
185913344,0,1053,1132
98053865,0,3629,1830
2266298840,1,488,875
35039686,0,13021,7618
572957736,1,229,799
3111662056,0,296,265
1612833476,1,124,848
3917282245,0,54,45
401821606,0,667,662
781066271806910464,1,6,3
62534885,0,2336,1804
160550842,0,1017,391
1278465679,0,143,42
2319974670,0,670,698
808871829163114496,1,15,471
2851760021,0,1983,1867
28858936,0,339,581
519852079,0,10860,10956
323987053,0,532,764
508399607,0,227,303
18125990,0,358,1052
721821655727792128,0,1103,45
733473947581288448,0,8,26
19560636,1,31701,1755
366215091,0,335,378
33198887,1,2812,2956
308629841,0,2076,150
3602768056,0,175,703
2652278227,0,1702,159
82267770,0,215,280
944445780,0,1427,4077
847540019937943553,1,1,30
3040489588,0,329,349
230995056,0,866,957
796784710051647488,0,16,83
298165045,0,1739,882
1714343258,0,344,484
842146405846269952,1,15,58
2901886828,0,172,436
118197076,1,60671,361
1537146380,0,1132,465
2536735418,0,327,2089
1963127851,0,366,405
2464089499,0,187,220
738459294098591744,0,713,552
2437389607,0,572,802
2810105627,0,73,215
719606149637664768,0,275,678
1917943044,0,615,980
18877689,0,111,226
3433373045,1,743,1534
215877316,0,40,107
2212713080,0,629,294
940260210,0,85,184
2300296746,0,239,805
94466373,0,1105,628
27977991,0,238,641
1375717166,0,1764,1681
1102187629,0,163,56
2381145432,1,197,320
1247398591,0,760,588
159999680,0,827,2487
852903084,0,1209,1952
768245809166979072,1,16,33
1942421400,0,220,342
722437108804227076,0,32379,31187
802300570795020288,0,1078,175
769756746,1,1296,309
17124600,0,199,178
3878250378,0,91,107
585865121,0,192,132
39927901,1,1504672,749
608512987,0,21765,288
16167065,0,516,2027
970793334,0,307,581
633463310,0,20189,22115
2336519626,1,233,491
83230299,0,71,103
777261662344667137,0,2050,2146
220045949,0,166,349
366631577,1,1299,348
708434179936153601,0,53,82
204933749,0,5610,283
776080964040609792,0,140,85
18293302,0,64593,74381
437556714,1,9303,3148
87411160,1,23766,19015
818170721151188993,0,26,347
712761704275378176,0,463,448
1566165098,0,261,187
973304149,0,164,105
2922743133,0,429,1108
17621327,0,32768,17186
3163096675,0,310,2439
356450252,0,137,383
4690790887,0,160,127
246774657,0,1384,1227
2479967652,0,1145,599
148420980,1,1805,1791
1158159390,0,1285,334
54108745,0,240,380
2830788858,0,225,236
707804099576725504,0,192,272
120607056,1,702,716
1390851614,0,220,340
2293720453,0,339,139
3687571455,0,123,564
209016310,0,1082,715
796249909435375616,0,84,268
1197692184,0,1134,535
832203151,0,7070,688
51708750,0,24243,638
256267954,0,1030,884
394258661,1,240,263
2340492559,0,1817,2468
1325471622,0,86,127
779582205903470592,1,314,257
787975406158811136,1,20,79
2993138651,0,187,37
822641950759206912,0,45,8
2780278886,0,675,637
250449382,1,248,310
1653394754,0,136,230
386303422,1,966,739
2582032831,0,323,276
758380424565522433,0,4427,5001
439227031,0,1329,996
243396479,0,410,583
786116913483116544,0,9732,1624
26233680,0,13983,12721
132399412,0,68,182
99532460,0,1176,883
849994825831153665,0,14,359
6753592,0,2258,609
761650544100319233,1,22,14
3279955580,0,1713,1664
4160167752,0,1307,583
819579205306433537,1,18,51
848346639257538560,0,5,3
104872280,1,547426,478
529049567,0,3295,3039
757663867832971264,0,60,115
365689014,0,1933,1858
174987634,0,273,556
18460436,0,599,1133
823590975134121984,0,397,115
849443165111242758,0,0,4
2389428239,1,137,106
1642945278,0,1152,281
243812698,0,64,196
824342245021257729,1,42,61
556829643,0,1460,727
634448984,1,32,66
3368299677,0,347,271
766029025336815616,0,198,157
3215182325,0,431,306
573143126,0,471,438
3046268282,0,3169,196
629363110,0,542,363
1898295032,1,702,1535
3236538428,1,744,102
771695094122422272,1,4,76
494042872,1,2725,957
287301632,0,1733,409
44714333,1,5115,5460
1185231979,0,81,71
2418337291,0,194,117
26938623,0,1131,2106
845467302640271360,0,148,1045
782040196737036288,0,101,54
4188638242,1,102,847
4314513132,0,11837,4585
19593588,0,451,649
373017314,0,3676,2352
1120416446,0,171,74
930885876,0,224,182
119511287,1,1039,1239
2930609727,0,158,295
630779223,0,256,99
4882521117,0,31,243
2978330447,0,981,804
3059937965,1,64,98
1445459683,0,2533,4994
822093416800600064,0,709,263
304576511,0,2123,1897
383544477,0,28561,41
839929472384176132,0,158,357
2952724430,0,1573,493
2410372038,1,64,23
14565665,0,880,1490
386891279,0,515,274
3774301401,0,108,81
17782499,0,129,199
565602451,0,282,452
89329934,1,651,270
312960194,0,1639,909
3410389289,1,95,147
834878839167741952,0,2180,3425
780990436580155393,0,908,237
3022798893,0,132,209
215383992,0,200,123
2651925860,0,208,129
489068588,0,753,531
833404549117386752,1,203,1365
841685869396389889,1,207,5001
766279,0,436,738
404475923,0,338,424
241268274,1,7,11
706978395087720448,0,132,321
19687335,0,1067,1039
2206466978,0,1160,619
499747925,1,2852,2309
3917273299,0,63307,6593
839887300918149121,1,187,36
3777338479,1,524,941
2736558623,0,162,195
164551268,0,77,167
791530639841374208,0,11,97
111676668,0,524,562
4665424645,0,3389,803
39394073,1,5276,4491
171681279,0,463,311
2317263433,1,72,65
1462911367,0,21163,16496
764293754954125313,1,88,417
231428499,0,1952,518
283575713,0,7532,3284
2889610036,0,87,723
769844900665798656,1,2911,636
2400296118,0,237,436
3181437673,0,48,137
3527866755,0,99,429
29536786,1,1078,1899
23341211,0,173,426
759592274464534528,0,0,3
3130243901,0,705,437
843273630570168321,0,42,110
140674872,0,1071,924
386011843,0,1033,456
3259189664,0,125,826
101534233,1,41,334
21913065,1,2235,2014
72810542,0,1739,1469
282658223,0,34,84
426324741,0,254,595
1510935168,0,554,597
848045579758338048,0,27,138
828281274984964098,0,134,263
417122939,0,578,241
96239680,0,549,1156
4037880076,0,362,226
14784250,1,3199,2120
91048398,0,1948,925
3815529017,0,11,39
135734825,0,334,523
365056762,0,4142,1003
153639534,0,124,460
88132372,0,1014,661
1549606824,0,8360,822
3075072115,0,252,159
2483500938,0,25027,27342
335208488,0,93,194
849475394331869184,0,0,3
323622290,1,530,656
301060213,0,976,667
386043233,0,714,29
102122351,0,814,476
385919495,0,65,275
710544545230893057,0,0,7
58052610,1,2157,1470
161399976,0,187,226
179327363,1,15,332
786703252687577088,0,127,68
31744274,1,754,664
3769910301,0,1920,1921
104950637,0,4944,1223
3304575708,0,313,594
1683317419,0,334,65
3111147909,0,520,908
2670064284,1,242,219
848963558356508673,0,56,929
1681169750,1,1947,448
703985588328910848,1,396,297
1950795289,1,16,84
810550038640271360,0,2,14
4825010379,0,43,148
2798965530,0,87,20
1119405204,0,771,1329
2768508512,0,430,234
888893407,0,3945,2008
76490725,1,160,57
519816468,0,621,61
2587757201,0,2892,426
728659422247981056,0,1253,1619
824061247792484353,1,19,70
2931392052,0,48413,50936
498876740,0,686,92
624627358,1,691,71
317047581,0,629,607
1660501177,0,2000,477
841403227614638081,1,235,325
38951971,1,1547,1880
2525446344,1,25,71
782618049018892288,0,4,26
811496418217103360,0,514,402
502049140,1,1998,2056
53079849,0,13,35
161016554,0,14,0
204751600,0,105,1729
63614451,0,611,716
827076316847562753,1,498,674
3297459848,0,47010,2227
4349874733,0,8461,8328
56611233,0,39,69
740906619320471554,0,85,70
604566071,0,6084,782
854255886,0,23,15
437874510,0,2342,1527
1731774506,0,21,117
2982074109,0,70,100
3155355867,0,67,1350
841392989515722752,1,3,10
175316680,1,935,622
172579235,0,756,519
170737176,0,1358,883
4485982461,0,20,4
314316036,0,13659,5151
4275042074,0,212,206
2262269760,0,31,21
209622509,1,5766,3541
12630192,1,464,454
2686068426,0,312,164
324857323,0,379,680
811080047666741249,0,227,156
617426618,1,5235,1069
1939856371,0,374,387
35196174,0,3463,3094
2983058141,0,1131,1129
387584807,1,4874,74
3076105081,0,175,185
298423919,0,1033,353
134072785,0,802,474
368924451,0,19235,13330
3537362474,0,748,185
185129235,1,2925,357
778935324194070528,0,39,230
3235566384,0,68,75
773002664,0,279,337
3141222479,0,613,116
3127313446,0,223431,25389
201013673,0,36416,858
3317557746,1,1637,4454
3471476905,0,130,41
3230780432,0,169,19
2940742023,0,327,250
708465115914309633,0,25,85
849853804921069569,0,0,0
2331675728,1,246,928
1623555877,0,594,314
2249769180,0,309,244
3433373045,0,743,1534
837758728283820034,0,83,98
805583423180075008,0,82,165
23190329,0,1903,1691
524086956,0,502,611
11102052,0,445,381
17049339,1,52928,46
9392622,1,1736,1209
849339480725180418,0,0,0
237307732,0,169,412
758271762618458112,0,10,9
2166635704,0,690,734
755900701339897856,0,99,102
21551058,1,1920,3026
2317263433,1,72,65
818491486186721280,0,53,202
312022757,0,437,175
14164297,0,61258,48778
1337602225,0,17,425
833233837807239168,0,7,28
1888949280,0,252,443
838094715580895232,0,12,50
295961738,0,413,203
30168508,0,234,251
245564605,1,4341,4559
716265472,1,90,477
2925807244,0,84650,10
804674462222348288,0,66,413
3554911,0,1417,490
48730051,0,51,49
279840726,0,470,181
369042473,0,542,217
1931691,1,832,491
3358822407,0,54,144
4745746336,0,108453,3
47010384,1,8187,6749
3420660700,1,21314,525
2443199931,0,387,2546
2781227190,0,402,1277
362231141,0,261,224
41831243,0,1938,1028
119280330,0,1088,683
2390964319,0,67,157
223008695,1,673,2411
2242607172,0,105,1053
156774469,0,940,476
2948166866,0,141,127
137800434,0,251,1116
2844067027,1,240,779
1955744833,0,214,215
261513986,0,171,882
451315864,0,1489,646
193515956,0,851,842
45935021,0,3827,1013
227693420,0,375,380
20407560,0,263,592
1636673089,0,11061,11256
2381921430,0,588,209
14311279,0,349,140
371281825,0,250,160
3288426902,0,2130,303
3228522272,0,422,288
1596225493,0,99,106
722976799781576705,0,445,271
318262990,0,12305,3627
412687804,0,149,389
360119378,1,57,70
1612141968,0,8204,8450
1511729335,1,693,1234
19252513,1,6474,5967
714616792182751232,1,335,133
2724522287,0,290,425
804112907663540224,0,21378,200
4091950815,1,3,7
840380196,0,1349,936
630098625,0,1132,1756
838903155257667585,0,123,78
6297412,0,1917,1178
18125042,0,368,382
451069471,0,185,164
1363640360,0,1235,1139
2406791192,1,10,3
2357207904,0,7689,306
481410374,0,207,111
141284800,0,964,2430
87774712,0,199,514
758038980931780608,0,158,8
2611783305,0,1774,574
775241994834632705,1,6,75
40078827,0,255,696
214931197,0,163,265
357457815,1,68,83
750342016106532864,0,19,24
