time,trend,volume
2017-04-06 20:48:18,#LEmissionPolitique,92636
2017-04-06 20:48:18,Don Rickles,112258
2017-04-06 20:48:18,#Gala15GHVIP5,17868
2017-04-06 20:48:18,#Fast8EH,
2017-04-06 20:48:18,#VzlaTrancaContraElGolpe,152349
2017-04-06 20:48:18,Dustin Johnson,53490
2017-04-06 20:48:18,French Montana,93712
2017-04-06 20:48:18,Mari Palma,
2017-04-06 20:48:18,#twepsv,
2017-04-06 20:48:18,#NuclearOption,95342
2017-04-06 20:48:18,#PuebloYFANBLealtadAbsoluta,67205
2017-04-06 20:48:18,#gntm,
2017-04-06 20:48:18,#CelebrityMasterChefIt,
2017-04-06 20:48:18,#TPMPlesparis,
2017-04-06 20:48:18,#survirorgr,
2017-04-06 20:48:18,#13RW,84393
2017-04-06 20:48:18,#ottoemezzo,
2017-04-06 20:48:18,#NationalBurritoDay,34451
2017-04-06 20:48:18,#FirstDates303,
2017-04-06 20:48:18,#Piazzapulita,
2017-04-06 20:48:18,#itgetsworseSHOW,11466
2017-04-06 20:48:18,#kuntavaalit,
2017-04-06 20:48:18,#YoConJemez,
2017-04-06 20:48:18,#TheQueenMzansi,
2017-04-06 20:48:18,#BAFTAGames,
2017-04-06 20:48:18,#ThingsIWontApologizeFor,60673
2017-04-06 20:48:18,#RichHousePoorHouse,
2017-04-06 20:48:18,#RPSvMI,52038
2017-04-06 20:48:18,#ItalyIsReadyForHS1,
2017-04-06 20:48:18,#totp,
2017-04-06 20:48:18,#Rubi059,
2017-04-06 20:48:18,#DiaMundialDeLaActividadFisica,13494
2017-04-06 20:48:18,#ValenciaCelta,
2017-04-06 20:48:18,#MyFirstWordsHadToBe,
2017-04-06 20:48:18,#benimlekal,252515
2017-04-06 20:48:18,#WITW,
2017-04-06 20:48:18,#YoEnElAmor,
2017-04-06 20:48:18,#FillonStrasbourg,16795
2017-04-06 20:53:10,#LEmissionPolitique,97308
2017-04-06 20:53:10,Don Rickles,113864
2017-04-06 20:53:10,#Gala15GHVIP5,19792
2017-04-06 20:53:10,#Fast8EH,
2017-04-06 20:53:10,#VzlaTrancaContraElGolpe,154313
2017-04-06 20:53:10,Dustin Johnson,53693
2017-04-06 20:53:10,French Montana,94208
2017-04-06 20:53:10,#twepsv,
2017-04-06 20:53:10,#NuclearOption,96255
2017-04-06 20:53:10,#CelebrityMasterChefIt,
2017-04-06 20:53:10,#PuebloYFANBLealtadAbsoluta,67920
2017-04-06 20:53:10,#TPMPlesparis,
2017-04-06 20:53:10,#gntm,
2017-04-06 20:53:10,#survirorgr,
2017-04-06 20:53:10,#13RW,85331
2017-04-06 20:53:10,#Piazzapulita,
2017-04-06 20:53:10,#ottoemezzo,
2017-04-06 20:53:10,#NationalBurritoDay,34841
2017-04-06 20:53:10,#FirstDates303,
2017-04-06 20:53:10,#itgetsworseSHOW,12035
2017-04-06 20:53:10,#kuntavaalit,
2017-04-06 20:53:10,#YoConJemez,
2017-04-06 20:53:10,#ThingsIWontApologizeFor,61015
2017-04-06 20:53:10,#RichHousePoorHouse,
2017-04-06 20:53:10,#ItalyIsReadyForHS1,
2017-04-06 20:53:10,#BAFTAGames,
2017-04-06 20:53:10,#TheQueenMzansi,
2017-04-06 20:53:10,#RPSvMI,52087
2017-04-06 20:53:10,#Rubi059,
2017-04-06 20:53:10,#totp,
2017-04-06 20:53:10,#DiaMundialDeLaActividadFisica,13589
2017-04-06 20:53:10,#ValenciaCelta,
2017-04-06 20:53:10,#MyFirstWordsHadToBe,
2017-04-06 20:53:10,#benimlekal,255203
2017-04-06 20:53:10,#TBTNoMTVHits,
2017-04-06 20:53:10,#YoEnElAmor,
2017-04-06 20:53:10,#WITW,
2017-04-06 21:03:16,#LEmissionPolitique,106830
2017-04-06 21:03:16,Don Rickles,116987
2017-04-06 21:03:16,#Gala15GHVIP5,26140
2017-04-06 21:03:16,#Fast8EH,
2017-04-06 21:03:16,#VzlaTrancaContraElGolpe,159083
2017-04-06 21:03:16,Dustin Johnson,48632
2017-04-06 21:03:16,Sempre Ao Seu Lado,
2017-04-06 21:03:16,#twepsv,
2017-04-06 21:03:16,#NuclearOption,98680
2017-04-06 21:03:16,#CelebrityMasterChefIt,
2017-04-06 21:03:16,#survirorgr,
2017-04-06 21:03:16,#PuebloYFANBLealtadAbsoluta,69169
2017-04-06 21:03:16,#TPMPlesparis,
2017-04-06 21:03:16,#13RW,87100
2017-04-06 21:03:16,#gntm,
2017-04-06 21:03:16,#Piazzapulita,
2017-04-06 21:03:16,#FirstDates303,
2017-04-06 21:03:16,#NationalBurritoDay,36484
2017-04-06 21:03:16,#ottoemezzo,
2017-04-06 21:03:16,#itgetsworseSHOW,13891
2017-04-06 21:03:16,#YoConJemez,
2017-04-06 21:03:16,#ItalyIsReadyForHS1,
2017-04-06 21:03:16,#kuntavaalit,
2017-04-06 21:03:16,#RichHousePoorHouse,
2017-04-06 21:03:16,#ThingsIWontApologizeFor,62561
2017-04-06 21:03:16,#ValenciaCelta,
2017-04-06 21:03:16,#BAFTAGames,
2017-04-06 21:03:16,#TheQueenMzansi,
2017-04-06 21:03:16,#RPSvMI,52141
2017-04-06 21:03:16,#totp,
2017-04-06 21:03:16,#DiaMundialDeLaActividadFisica,13733
2017-04-06 21:03:16,#Galapagos,
2017-04-06 21:03:16,#MyFirstWordsHadToBe,
2017-04-06 21:03:16,#TBTNoMTVHits,
2017-04-06 21:03:16,#SyriaHoax,
2017-04-06 21:03:16,#RadioTalentExposedParty,
2017-04-06 21:03:16,#YoEnElAmor,
2017-04-06 21:18:16,#LEmissionPolitique,120293
2017-04-06 21:18:16,Don Rickles,121823
2017-04-06 21:18:16,#Gala15GHVIP5,34181
2017-04-06 21:18:16,#Fast8EH,
2017-04-06 21:18:16,Carlos Soler,
2017-04-06 21:18:16,Dustin Johnson,49155
2017-04-06 21:18:16,#VzlaTrancaContraElGolpe,166015
2017-04-06 21:18:16,#twepsv,
2017-04-06 21:18:16,#NuclearOption,101484
2017-04-06 21:18:16,#CelebrityMasterChefIt,
2017-04-06 21:18:16,#survirorgr,10432
2017-04-06 21:18:16,#TPMPlesparis,
2017-04-06 21:18:16,#13RW,89905
2017-04-06 21:18:16,#Piazzapulita,
2017-04-06 21:18:16,#gntm,
2017-04-06 21:18:16,#NationalBurritoDay,37539
2017-04-06 21:18:16,#itgetsworseSHOW,15419
2017-04-06 21:18:16,#NoFraudsVideo,
2017-04-06 21:18:16,#FirstDates303,
2017-04-06 21:18:16,#ottoemezzo,
2017-04-06 21:18:16,#YoConJemez,
2017-04-06 21:18:16,#WITW,
2017-04-06 21:18:16,#ItalyIsReadyForHS1,
2017-04-06 21:18:16,#kuntavaalit,
2017-04-06 21:18:16,#RichHousePoorHouse,
2017-04-06 21:18:16,#ThingsIWontApologizeFor,63565
2017-04-06 21:18:16,#CuentameHalley,
2017-04-06 21:18:16,#TheQueenMzansi,
2017-04-06 21:18:16,#RPSvMI,52252
2017-04-06 21:18:16,#BAFTAGames,
2017-04-06 21:18:16,#TBTNoMTVHits,
2017-04-06 21:18:16,#RejectedPunkBandNames,
2017-04-06 21:18:16,#RadioTalentExposedParty,
2017-04-06 21:18:16,#Galapagos,
2017-04-06 21:18:16,#SyriaHoax,
2017-04-06 21:18:16,#DiaMundialDeLaActividadFisica,13995
2017-04-06 21:18:16,#Sorelle,
2017-04-06 21:18:16,#MyFirstWordsHadToBe,
2017-04-06 21:28:08,#LEmissionPolitique,129318
2017-04-06 21:28:08,#Gala15GHVIP5,40820
2017-04-06 21:28:08,Don Rickles,125009
2017-04-06 21:28:08,Carlos Soler,
2017-04-06 21:28:08,#Fast8EH,
2017-04-06 21:28:08,Dustin Johnson,49439
2017-04-06 21:28:08,#VzlaTrancaContraElGolpe,169727
2017-04-06 21:28:08,#twepsv,
2017-04-06 21:28:08,#NuclearOption,103659
2017-04-06 21:28:08,#CelebrityMasterChefIt,
2017-04-06 21:28:08,#survirorgr,10938
2017-04-06 21:28:08,#NoFraudsVideo,
2017-04-06 21:28:08,#13RW,91744
2017-04-06 21:28:08,#TPMPlesparis,
2017-04-06 21:28:08,#Piazzapulita,
2017-04-06 21:28:08,#gntm,
2017-04-06 21:28:08,#NationalBurritoDay,38250
2017-04-06 21:28:08,#itgetsworseSHOW,16322
2017-04-06 21:28:08,#WITW,10929
2017-04-06 21:28:08,#FirstDates303,
2017-04-06 21:28:08,#CuentameHalley,
2017-04-06 21:28:08,#YoConJemez,
2017-04-06 21:28:08,#ottoemezzo,
2017-04-06 21:28:08,#RejectedPunkBandNames,
2017-04-06 21:28:08,#ItalyIsReadyForHS1,
2017-04-06 21:28:08,#kuntavaalit,
2017-04-06 21:28:08,#RichHousePoorHouse,
2017-04-06 21:28:08,#TBTNoMTVHits,
2017-04-06 21:28:08,#ThingsIWontApologizeFor,64141
2017-04-06 21:28:08,#TheQueenMzansi,
2017-04-06 21:28:08,#RPSvMI,52347
2017-04-06 21:28:08,#Sorelle,
2017-04-06 21:28:08,#BAFTAGames,
2017-04-06 21:28:08,#RadioTalentExposedParty,10042
2017-04-06 21:28:08,#landrober84,
2017-04-06 21:28:08,#Galapagos,
2017-04-06 21:28:08,#DiaMundialDeLaActividadFisica,14130
2017-04-06 21:28:08,#MyFirstWordsHadToBe,
2017-04-06 21:33:13,#LEmissionPolitique,133008
2017-04-06 21:33:13,#Gala15GHVIP5,45964
2017-04-06 21:33:13,Don Rickles,126754
2017-04-06 21:33:13,Carlos Soler,
2017-04-06 21:33:13,#Fast8EH,
2017-04-06 21:33:13,Dustin Johnson,49623
2017-04-06 21:33:13,#VzlaTrancaContraElGolpe,171635
2017-04-06 21:33:13,#twepsv,
2017-04-06 21:33:13,#NuclearOption,104737
2017-04-06 21:33:13,#CelebrityMasterChefIt,
2017-04-06 21:33:13,#survirorgr,11140
2017-04-06 21:33:13,#NoFraudsVideo,
2017-04-06 21:33:13,#13RW,92675
2017-04-06 21:33:13,#TPMPlesparis,
2017-04-06 21:33:13,#Piazzapulita,
2017-04-06 21:33:13,#WITW,11453
2017-04-06 21:33:13,#NationalBurritoDay,38613
2017-04-06 21:33:13,#itgetsworseSHOW,16799
2017-04-06 21:33:13,#gntm,
2017-04-06 21:33:13,#FirstDates303,
2017-04-06 21:33:13,#CuentameHalley,
2017-04-06 21:33:13,#RejectedPunkBandNames,
2017-04-06 21:33:13,#YoConJemez,
2017-04-06 21:33:13,#ottoemezzo,
2017-04-06 21:33:13,#ItalyIsReadyForHS1,
2017-04-06 21:33:13,#kuntavaalit,
2017-04-06 21:33:13,#TBTNoMTVHits,
2017-04-06 21:33:13,#SyriaHoax,11440
2017-04-06 21:33:13,#RichHousePoorHouse,
2017-04-06 21:33:13,#RockInRio,
2017-04-06 21:33:13,#TheQueenMzansi,
2017-04-06 21:33:13,#RPSvMI,52370
2017-04-06 21:33:13,#Sorelle,
2017-04-06 21:33:13,#RadioTalentExposedParty,10241
2017-04-06 21:33:13,#landrober84,
2017-04-06 21:33:13,#BAFTAGames,
2017-04-06 21:33:13,#eljefePorronet,
2017-04-06 21:43:08,#LEmissionPolitique,139118
2017-04-06 21:43:08,#Gala15GHVIP5,53411
2017-04-06 21:43:08,Don Rickles,129968
2017-04-06 21:43:08,Carlos Soler,
2017-04-06 21:43:08,#Fast8EH,
2017-04-06 21:43:08,Dustin Johnson,50006
2017-04-06 21:43:08,#VzlaTrancaContraElGolpe,175426
2017-04-06 21:43:08,#CelebrityMasterChefIt,
2017-04-06 21:43:08,#twepsv,
2017-04-06 21:43:08,#NuclearOption,106618
2017-04-06 21:43:08,#NoFraudsVideo,
2017-04-06 21:43:08,#survirorgr,11952
2017-04-06 21:43:08,#13RW,94550
2017-04-06 21:43:08,#TPMPlesparis,
2017-04-06 21:43:08,#WITW,12822
2017-04-06 21:43:08,#Piazzapulita,
2017-04-06 21:43:08,#CuentameHalley,
2017-04-06 21:43:08,#RejectedPunkBandNames,
2017-04-06 21:43:08,#RockInRio,
2017-04-06 21:43:08,#NationalBurritoDay,39313
2017-04-06 21:43:08,#itgetsworseSHOW,17635
2017-04-06 21:43:08,#gntm,
2017-04-06 21:43:08,#YoConJemez,
2017-04-06 21:43:08,#FirstDates303,
2017-04-06 21:43:08,#ItalyIsReadyForHS1,
2017-04-06 21:43:08,#TBTNoMTVHits,
2017-04-06 21:43:08,#SyriaHoax,13377
2017-04-06 21:43:08,#ottoemezzo,
2017-04-06 21:43:08,#kuntavaalit,
2017-04-06 21:43:08,#Sorelle,
2017-04-06 21:43:08,#RichHousePoorHouse,
2017-04-06 21:43:08,#eljefePorronet,
2017-04-06 21:43:08,#RadioTalentExposedParty,10665
2017-04-06 21:43:08,#TheQueenMzansi,
2017-04-06 21:43:08,#RPSvMI,52411
2017-04-06 21:43:08,#BackstreetBoysMTVHits,
2017-04-06 21:53:04,#LEmissionPolitique,143848
2017-04-06 21:53:04,#Gala15GHVIP5,60494
2017-04-06 21:53:04,Don Rickles,133201
2017-04-06 21:53:04,Carlos Soler,
2017-04-06 21:53:04,Dustin Johnson,50585
2017-04-06 21:53:04,#VzlaTrancaContraElGolpe,178897
2017-04-06 21:53:04,#Fast8EH,
2017-04-06 21:53:04,#CelebrityMasterChefIt,
2017-04-06 21:53:04,#RockInRio,
2017-04-06 21:53:04,#twepsv,
2017-04-06 21:53:04,#survirorgr,12464
2017-04-06 21:53:04,#NuclearOption,108742
2017-04-06 21:53:04,#NoFraudsVideo,
2017-04-06 21:53:04,#13RW,96368
2017-04-06 21:53:04,#WITW,14029
2017-04-06 21:53:04,#RejectedPunkBandNames,
2017-04-06 21:53:04,#CuentameHalley,
2017-04-06 21:53:04,#Piazzapulita,
2017-04-06 21:53:04,#PuebloYFANBLealtadAbsoluta,74780
2017-04-06 21:53:04,#TPMPlesparis,
2017-04-06 21:53:04,#NationalBurritoDay,40095
2017-04-06 21:53:04,#YoConJemez,
2017-04-06 21:53:04,#itgetsworseSHOW,18222
2017-04-06 21:53:04,#ItalyIsReadyForHS1,
2017-04-06 21:53:04,#FirstDates303,
2017-04-06 21:53:04,#TBTNoMTVHits,
2017-04-06 21:53:04,#gntm,
2017-04-06 21:53:04,#SyriaHoax,15230
2017-04-06 21:53:04,#eljefePorronet,
2017-04-06 21:53:04,#ottoemezzo,
2017-04-06 21:53:04,#kuntavaalit,
2017-04-06 21:53:04,#Sorelle,
2017-04-06 21:53:04,#RadioTalentExposedParty,10978
2017-04-06 21:53:04,#RichHousePoorHouse,
2017-04-06 21:53:04,#OQueAVidaMeRoubou049,
2017-04-06 22:03:06,#LEmissionPolitique,147587
2017-04-06 22:03:06,#Gala15GHVIP5,66068
2017-04-06 22:03:06,Don Rickles,136137
2017-04-06 22:03:06,#RockInRio,
2017-04-06 22:03:06,Carlos Soler,
2017-04-06 22:03:06,Dustin Johnson,47012
2017-04-06 22:03:06,#VzlaTrancaContraElGolpe,181829
2017-04-06 22:03:06,#Fast8EH,
2017-04-06 22:03:06,#CelebrityMasterChefIt,
2017-04-06 22:03:06,#survirorgr,12676
2017-04-06 22:03:06,#NuclearOption,110606
2017-04-06 22:03:06,#twepsv,
2017-04-06 22:03:06,#NoFraudsVideo,
2017-04-06 22:03:06,#WITW,14720
2017-04-06 22:03:06,#RejectedPunkBandNames,
2017-04-06 22:03:06,#13RW,98052
2017-04-06 22:03:06,#CuentameHalley,
2017-04-06 22:03:06,#PuebloYFANBLealtadAbsoluta,75944
2017-04-06 22:03:06,#Piazzapulita,
2017-04-06 22:03:06,#TPMPlesparis,
2017-04-06 22:03:06,#NationalBurritoDay,41077
2017-04-06 22:03:06,#YoConJemez,
2017-04-06 22:03:06,#itgetsworseSHOW,18827
2017-04-06 22:03:06,#TBTNoMTVHits,
2017-04-06 22:03:06,#ItalyIsReadyForHS1,
2017-04-06 22:03:06,#FirstDates303,
2017-04-06 22:03:06,#gntm,
2017-04-06 22:03:06,#SyriaHoax,16604
2017-04-06 22:03:06,#eljefePorronet,
2017-04-06 22:03:06,#OQueAVidaMeRoubou049,
2017-04-06 22:03:06,#RadioTalentExposedParty,11271
2017-04-06 22:03:06,#kuntavaalit,
2017-04-06 22:03:06,#Sorelle,
2017-04-06 22:03:06,#RichHousePoorHouse,
2017-04-06 22:03:06,#ottoemezzo,
2017-04-06 22:17:58,#Gala15GHVIP5,81244
2017-04-06 22:17:58,#LEmissionPolitique,151685
2017-04-06 22:17:58,#RockInRio,
2017-04-06 22:17:58,Don Rickles,140273
2017-04-06 22:17:58,Carlos Soler,
2017-04-06 22:17:58,Charley Hoffman,
2017-04-06 22:17:58,Paloma Merodio,
2017-04-06 22:17:58,#VzlaTrancaContraElGolpe,186397
2017-04-06 22:17:58,#Fast8EH,
2017-04-06 22:17:58,#CelebrityMasterChefIt,
2017-04-06 22:17:58,#RejectedPunkBandNames,
2017-04-06 22:17:58,#survirorgr,12823
2017-04-06 22:17:58,#CuentameHalley,
2017-04-06 22:17:58,#NuclearOption,113438
2017-04-06 22:17:58,#twepsv,
2017-04-06 22:17:58,#NoFraudsVideo,
2017-04-06 22:17:58,#13RW,100383
2017-04-06 22:17:58,#WITW,15723
2017-04-06 22:17:58,#Piazzapulita,
2017-04-06 22:17:58,#PuebloYFANBLealtadAbsoluta,77611
2017-04-06 22:17:58,#TBTNoMTVHits,
2017-04-06 22:17:58,#NationalBurritoDay,41994
2017-04-06 22:17:58,#YoConJemez,
2017-04-06 22:17:58,#TPMPlesparis,
2017-04-06 22:17:58,#itgetsworseSHOW,19521
2017-04-06 22:17:58,#SyriaHoax,18793
2017-04-06 22:17:58,#ItalyIsReadyForHS1,
2017-04-06 22:17:58,#FirstDates303,
2017-04-06 22:17:58,#OQueAVidaMeRoubou049,
2017-04-06 22:17:58,#gntm,
2017-04-06 22:17:58,#RadioTalentExposedParty,11960
2017-04-06 22:17:58,#kuntavaalit,
2017-04-06 22:17:58,#eljefePorronet,
2017-04-06 22:17:58,#Sorelle,
2017-04-06 22:17:58,#RichHousePoorHouse,
2017-04-06 22:27:59,#Gala15GHVIP5,92444
2017-04-06 22:27:59,#LEmissionPolitique,153633
2017-04-06 22:27:59,#RockInRio,14536
2017-04-06 22:27:59,#bbcqt,17588
2017-04-06 22:27:59,Don Rickles,142650
2017-04-06 22:27:59,Carlos Soler,
2017-04-06 22:27:59,Charley Hoffman,
2017-04-06 22:27:59,Paloma Merodio,
2017-04-06 22:27:59,#VzlaTrancaContraElGolpe,189381
2017-04-06 22:27:59,#Fast8EH,
2017-04-06 22:27:59,#CuentameHalley,
2017-04-06 22:27:59,#RejectedPunkBandNames,
2017-04-06 22:27:59,#CelebrityMasterChefIt,
2017-04-06 22:27:59,#NuclearOption,115099
2017-04-06 22:27:59,#twepsv,
2017-04-06 22:27:59,#13RW,101833
2017-04-06 22:27:59,#NoFraudsVideo,
2017-04-06 22:27:59,#survirorgr,12892
2017-04-06 22:27:59,#WITW,16241
2017-04-06 22:27:59,#PuebloYFANBLealtadAbsoluta,78788
2017-04-06 22:27:59,#Piazzapulita,
2017-04-06 22:27:59,#TBTNoMTVHits,
2017-04-06 22:27:59,#NationalBurritoDay,42548
2017-04-06 22:27:59,#SyriaHoax,20517
2017-04-06 22:27:59,#YoConJemez,
2017-04-06 22:27:59,#OQueAVidaMeRoubou049,
2017-04-06 22:27:59,#TPMPlesparis,
2017-04-06 22:27:59,#BrazilIsReadyForHS1,
2017-04-06 22:27:59,#itgetsworseSHOW,19965
2017-04-06 22:27:59,#FirstDates303,
2017-04-06 22:27:59,#gntm,
2017-04-06 22:27:59,#RadioTalentExposedParty,12378
2017-04-06 22:27:59,#kuntavaalit,
2017-04-06 22:27:59,#eljefePorronet,
2017-04-06 22:27:59,#UnTuitPaDecirte,
2017-04-06 22:27:59,#RichHousePoorHouse,
2017-04-06 22:37:56,#Gala15GHVIP5,106028
2017-04-06 22:37:56,#RockInRio,18246
2017-04-06 22:37:56,#LEmissionPolitique,155298
2017-04-06 22:37:56,#bbcqt,22363
2017-04-06 22:37:56,Don Rickles,144965
2017-04-06 22:37:56,Carlos Soler,
2017-04-06 22:37:56,Charley Hoffman,
2017-04-06 22:37:56,Paloma Merodio,
2017-04-06 22:37:56,#VzlaTrancaContraElGolpe,191681
2017-04-06 22:37:56,#RejectedPunkBandNames,
2017-04-06 22:37:56,#CuentameHalley,
2017-04-06 22:37:56,#Fast8EH,
2017-04-06 22:37:56,#CelebrityMasterChefIt,
2017-04-06 22:37:56,#TBTNoMTVHits,
2017-04-06 22:37:56,#NuclearOption,116704
2017-04-06 22:37:56,#BrazilIsReadyForHS1,
2017-04-06 22:37:56,#13RW,103217
2017-04-06 22:37:56,#survirorgr,13011
2017-04-06 22:37:56,#twepsv,
2017-04-06 22:37:56,#WITW,16865
2017-04-06 22:37:56,#NoFraudsVideo,
2017-04-06 22:37:56,#SyriaHoax,22822
2017-04-06 22:37:56,#PuebloYFANBLealtadAbsoluta,79793
2017-04-06 22:37:56,#Piazzapulita,
2017-04-06 22:37:56,#NationalBurritoDay,43072
2017-04-06 22:37:56,#OQueAVidaMeRoubou049,
2017-04-06 22:37:56,#YoConJemez,
2017-04-06 22:37:56,#TPMPlesparis,
2017-04-06 22:37:56,#itgetsworseSHOW,20386
2017-04-06 22:37:56,#FirstDates303,
2017-04-06 22:37:56,#gntm,
2017-04-06 22:37:56,#RadioTalentExposedParty,12746
2017-04-06 22:37:56,#MeuBoyNoTVZ,
2017-04-06 22:37:56,#UnTuitPaDecirte,
2017-04-06 22:37:56,#FeatMabelEnMTVHITS,
2017-04-06 22:37:56,#FrozenFour,
2017-04-06 22:42:52,#Gala15GHVIP5,110965
2017-04-06 22:42:52,#RockInRio,19826
2017-04-06 22:42:52,#LEmissionPolitique,155977
2017-04-06 22:42:52,#bbcqt,24843
2017-04-06 22:42:52,Don Rickles,146031
2017-04-06 22:42:52,Carlos Soler,
2017-04-06 22:42:52,Charley Hoffman,
2017-04-06 22:42:52,Paloma Merodio,
2017-04-06 22:42:52,#VzlaTrancaContraElGolpe,192703
2017-04-06 22:42:52,#RejectedPunkBandNames,
2017-04-06 22:42:52,#CuentameHalley,
2017-04-06 22:42:52,#Fast8EH,
2017-04-06 22:42:52,#TBTNoMTVHits,
2017-04-06 22:42:52,#BrazilIsReadyForHS1,
2017-04-06 22:42:52,#NuclearOption,117509
2017-04-06 22:42:52,#CelebrityMasterChefIt,
2017-04-06 22:42:52,#SyriaHoax,24112
2017-04-06 22:42:52,#13RW,103961
2017-04-06 22:42:52,#survirorgr,13068
2017-04-06 22:42:52,#twepsv,
2017-04-06 22:42:52,#WITW,17192
2017-04-06 22:42:52,#NoFraudsVideo,
2017-04-06 22:42:52,#PuebloYFANBLealtadAbsoluta,80210
2017-04-06 22:42:52,#Piazzapulita,
2017-04-06 22:42:52,#OQueAVidaMeRoubou049,
2017-04-06 22:42:52,#NationalBurritoDay,43327
2017-04-06 22:42:52,#YoConJemez,
2017-04-06 22:42:52,#TPMPlesparis,
2017-04-06 22:42:52,#itgetsworseSHOW,20564
2017-04-06 22:42:52,#FirstDates303,
2017-04-06 22:42:52,#FeatMabelEnMTVHITS,
2017-04-06 22:42:52,#gntm,
2017-04-06 22:42:52,#RadioTalentExposedParty,12902
2017-04-06 22:42:52,#FrozenFour,
2017-04-06 22:42:52,#ClasicoQueVasAlGymY,
2017-04-06 22:42:52,#MeuBoyNoTVZ,
2017-04-06 22:52:50,#Gala15GHVIP5,117442
2017-04-06 22:52:50,#RockInRio,22228
2017-04-06 22:52:50,#bbcqt,28420
2017-04-06 22:52:50,#LEmissionPolitique,157124
2017-04-06 22:52:50,Don Rickles,148240
2017-04-06 22:52:50,Charley Hoffman,
2017-04-06 22:52:50,Carlos Soler,
2017-04-06 22:52:50,Paloma Merodio,
2017-04-06 22:52:50,#VzlaTrancaContraElGolpe,194975
2017-04-06 22:52:50,#BrazilIsReadyForHS1,
2017-04-06 22:52:50,#RejectedPunkBandNames,
2017-04-06 22:52:50,#TBTNoMTVHits,
2017-04-06 22:52:50,#Fast8EH,
2017-04-06 22:52:50,#SyriaHoax,26831
2017-04-06 22:52:50,#CuentameHalley,
2017-04-06 22:52:50,#NuclearOption,119055
2017-04-06 22:52:50,#CelebrityMasterChefIt,
2017-04-06 22:52:50,#13RW,105497
2017-04-06 22:52:50,#survirorgr,13106
2017-04-06 22:52:50,#NoFraudsVideo,
2017-04-06 22:52:50,#Piazzapulita,
2017-04-06 22:52:50,#WITW,17805
2017-04-06 22:52:50,#PuebloYFANBLealtadAbsoluta,81221
2017-04-06 22:52:50,#twepsv,
2017-04-06 22:52:50,#OQueAVidaMeRoubou049,
2017-04-06 22:52:50,#NationalBurritoDay,43849
2017-04-06 22:52:50,#YoConJemez,
2017-04-06 22:52:50,#HeavyMetalMovies,
2017-04-06 22:52:50,#FeatMabelEnMTVHITS,
2017-04-06 22:52:50,#FrozenFour,
2017-04-06 22:52:50,#FirstDates303,
2017-04-06 22:52:50,#UnTuitPaDecirte,
2017-04-06 22:52:50,#ClasicoQueVasAlGymY,
2017-04-06 22:52:50,#TPMPlesparis,
2017-04-06 22:52:50,#RadioTalentExposedParty,13264
2017-04-06 22:52:50,#itgetsworseSHOW,20992
2017-04-06 23:02:56,#Gala15GHVIP5,123993
2017-04-06 23:02:56,#RockInRio,24090
2017-04-06 23:02:56,#bbcqt,30116
2017-04-06 23:02:56,#LEmissionPolitique,158035
2017-04-06 23:02:56,Don Rickles,150382
2017-04-06 23:02:56,Charley Hoffman,
2017-04-06 23:02:56,Carlos Soler,
2017-04-06 23:02:56,Paloma Merodio,
2017-04-06 23:02:56,#BrazilIsReadyForHS1,
2017-04-06 23:02:56,#VzlaTrancaContraElGolpe,197527
2017-04-06 23:02:56,#RejectedPunkBandNames,
2017-04-06 23:02:56,#SyriaHoax,29997
2017-04-06 23:02:56,#TBTNoMTVHits,
2017-04-06 23:02:56,#Fast8EH,
2017-04-06 23:02:56,#CuentameHalley,
2017-04-06 23:02:56,#NuclearOption,120487
2017-04-06 23:02:56,#CelebrityMasterChefIt,
2017-04-06 23:02:56,#13RW,106865
2017-04-06 23:02:56,#NoFraudsVideo,
2017-04-06 23:02:56,#Piazzapulita,
2017-04-06 23:02:56,#PuebloYFANBLealtadAbsoluta,82245
2017-04-06 23:02:56,#WITW,17501
2017-04-06 23:02:56,#twepsv,
2017-04-06 23:02:56,#OQueAVidaMeRoubou049,
2017-04-06 23:02:56,#survirorgr,13125
2017-04-06 23:02:56,#NationalBurritoDay,44404
2017-04-06 23:02:56,#FeatMabelEnMTVHITS,
2017-04-06 23:02:56,#YoConJemez,
2017-04-06 23:02:56,#ClasicoQueVasAlGymY,
2017-04-06 23:02:56,#HeavyMetalMovies,
2017-04-06 23:02:56,#UnTuitPaDecirte,
2017-04-06 23:02:56,#MeuBoyNoTVZ,
2017-04-06 23:02:56,#FrozenFour,
2017-04-06 23:02:56,#FirstDates303,
2017-04-06 23:02:56,#RadioTalentExposedParty,13562
2017-04-06 23:02:56,#TPMPlesparis,
2017-04-06 23:12:49,#Gala15GHVIP5,129867
2017-04-06 23:12:49,#RockInRio,25844
2017-04-06 23:12:49,#bbcqt,31297
2017-04-06 23:12:49,#LEmissionPolitique,158716
2017-04-06 23:12:49,Don Rickles,152272
2017-04-06 23:12:49,Charley Hoffman,
2017-04-06 23:12:49,Carlos Soler,
2017-04-06 23:12:49,Paloma Merodio,
2017-04-06 23:12:49,#BrazilIsReadyForHS1,
2017-04-06 23:12:49,#SyriaHoax,33532
2017-04-06 23:12:49,#RejectedPunkBandNames,
2017-04-06 23:12:49,#VzlaTrancaContraElGolpe,199881
2017-04-06 23:12:49,#TBTNoMTVHits,
2017-04-06 23:12:49,#Fast8EH,
2017-04-06 23:12:49,#CuentameHalley,
2017-04-06 23:12:49,#NuclearOption,121892
